ResturantId,ResturantName,ResturantZone,ResturanantAddress,ResturantTiming
10166,Asian Noodle House,HSR,"1/120, 14th Main Road, 5th Sector, HSR, Bangalore",11am – 12midnight (Mon-Sun)
10167,Sandwich Souk,Bommanahalli,"29, Cross, NGR Layout, Roopena Agrahara, Bommanahalli, Bangalore",7:30am – 11:45pm (Mon-Sun)
10168,Colombo Idli House,HSR,"Flat 191, Sai Residency, 2nd Main Road, 8th Cross, ITI Layout, 6th Sector, HSR, Bangalore",8am – 10pm (Mon-Sun)
10169,Mirpuha Family Restaurant,Bannerghatta Road,"990, 1st Floor, Banu Arcade, Vijaya Bank Layout, Bannerghatta Road, Bangalore",11:30am – 11pm (Mon-Sun)
10170,Puliyogare Point,Basavanagudi,"81, East Anjaneya Street, NR Colony, Basavanagudi, Bangalore",7:30am – 10pm (Mon-Sun)
10171,Dindigul Thalappakatti,Jayanagar,"641, 11th Main, 46th Cross, 5th Block, Jayanagar, Bangalore",11am – 11pm (Mon-Sun)
10172,Kundana,Bannerghatta Road,"176, 1st Floor, Above Vodafone Store, Opposite Brand Factory, Bannerghatta Road, Bangalore",11:30am – 11:30pm (Mon-Sun)
10173,Opus Food Stories,"OPUS, Sarjapur Road","26, Varthur Hobli, Harlur Road, Near HP Petrol Bunk, Sarjapur Road, Bangalore","12noon – 12midnight (Mon, Tue, Wed, Thu, Sun)..."
10174,Fusion Theory,Jayanagar,"34/1, 3rd & 4th Floor, 36th Cross, 6th Main, 4th Block, Jayanagar, Bangalore","12noon – 11pm (Mon-Fri),12:30pm – 11:30pm..."
10175,O4H - Order For Health,Bellandur,Delivery Only,"11:30am – 4pm, 5:30pm – 11pm (Mon-Sun)"
10176,Ice Corner,Electronic City,"Survey 84/4, Opposite Doddathogur Village, Electronic City, Bangalore",11am – 3am (Mon-Sun)
10177,Sandwich Hub,Jayanagar,"616/2, 31st Cross, 10th A Main Road, 4th Block, Jayanagar, Bangalore",8am – 10pm (Mon-Sun)
10178,Carnatic,JP Nagar,"55, 4th Floor, Goenka Chambers, 19th Main Road, JP Nagar, Bangalore","12noon – 1am (Mon-Sat),7am – 11am, 12noon –..."
10179,Fogg Lounge,BTM,"10, Opposite Forum Mall, Taverekere, Suddagunte Palya, BTM, Bangalore","11am – 12midnight (Mon-Thu),12midnight – 2am..."
10180,Dheekshi Snackies,BTM,"2, 5th Cross, 17th Main, 1st Stage, BTM, Bangalore",8am – 3am (Mon-Sun)
10181,Shake It Up,Jayanagar,"8, 6th Main, C Main Road, 4th Block, Jayanagar, Bangalore",7am – 10pm (Mon-Sun)
10182,MoMo Cafe - Courtyard by Marriott,Courtyard & Fairfield by Marriott,"Courtyard by Marriott, Marathahalli-Sarjapur Outer Ring Road, Bellandur, Bangalore",24 Hours (Mon-Sun)
10183,Ruchi's Donne Biryani,JP Nagar,"M Chikkanna, 1st Main Road, RBI East Layout, 7th Phase, JP Nagar, Bangalore","Closed (Mon),12noon – 4pm, 6:30pm – 11pm (Tue..."
10184,Aligarh House,HSR,"34/154 & 155, 1st Floor, 11th Cross Somasundrapalya, Sector 2, HSR, Bangalore","12noon – 4pm, 6pm – 11:30pm (Mon-Sun)"
10185,Birbal Darbar,Sarjapur Road,"141/1, Near HP Petrol Pump, Kodathi, Sarjapur Road, Bangalore","11:30am – 4pm, 7pm – 11pm (Mon-Sun)"
10186,Chavadi,Bannerghatta Road,"4, Arama Suites, Sarvabhouma Nagar, Bannerghatta Road, Bangalore",12noon – 11pm (Mon-Sun)
10187,Gharelu Zaika,Bannerghatta Road,"125/126, Das Nilaya, Kamakshi Layout, Gottigere, Bannerghatta Road, Bangalore","12noon – 3:30pm, 7pm – 10pm (Mon-Sun)"
10188,Burger King,Jayanagar,"653/67, 11th Main Road, 4th Block, Jayanagar, Bangalore",10am – 1am (Mon-Sun)
10189,99 Variety Dosa & Pav Bhaji,"Krishna Kuteer, HSR","17G, 18th Cross, 3rd Sector, HSR, Bangalore",11:30am – 11pm (Mon-Sun)
10190,Lulu Bakery & Sweets,Bommanahalli,"251, Begur Main Road, Bommanahalli, Bangalore",7am – 11pm (Mon-Sun)
10191,Maaia,Bellandur,"253, Green Glen Layout, Bellandur, Bangalore",11am – 11pm (Mon-Sun)
10192,Niki's Biryani,Uttarahalli,"23/A, Opposite Bengaluru 1, Beside Uttarahalli Bus Stand, Uttarahalli, Bangalore","Closed (Mon),11:30am – 9:30pm (Tue-Sat),7:30am –..."
10193,HungerCart Breakfast And Snacks,Bellandur,"Shop 19, Near HDFC Road, Bellandur Gate, Bellandur, Bangalore",7am – 10pm (Mon-Sun)
10194,Biriyani Mahal,JP Nagar,"78/B, 2nd Floor, 24th Main Road, 2nd Phase, JP Nagar, Bangalore",12noon – 11pm (Mon-Sun)
10195,Donne Biryani Mandi,BTM,"5, N.A.Venugopal, 4th Main Road, Madiwala, BTM, Bangalore",11am – 3am (Mon-Sun)
10196,KKR Foodies,BTM,"2, 5th Cross, 17th Main, 1st Stage, BTM, Bangalore","8am – 7am (Mon-Sat),7:30am – 7am (Sun)"
10197,Little Italy,Sarjapur Road,"12/3/2, Ambalipura Village, Sarjapur Road, Bangalore","12noon – 3:30pm, 6:45pm – 11pm (Mon-Sun)"
10198,The Nosh House,Sarjapur Road,"29, 1st Floor, 4th Cross, Kasavanahalli, Off Sarjapur Main Road, Sarjapur Road, Bangalore",6:30am – 10pm (Mon-Sun)
10199,Leon Grill,JP Nagar,"13, Ground Floor, 24th Main, Sarakki Kere, Opposite Allahabad Bank, JP Nagar, Bangalore",11am – 1:30am (Mon-Sun)
10200,24th Main,JP Nagar,"Cross Roads Inn, 827, 24th Main, 12th Cross, Near RV Dental College Compound, JP Nagar, Bangalore","7am – 10:30am, 12noon – 3pm, 7pm – 10pm (Mon-Sun)"
10201,Shree Khana Khazana,Bellandur,"163, Shreyas Arcade, Green Glen Layout, Bellandur, Bangalore","10am – 4:30pm, 6:30pm – 12midnight (Mon-Sun)"
10202,NoCo Kitchen,Sarjapur Road,"Shop 1, Chikkakanahalli-Doddakanahalli Road, Near Sai Vandana Brundavan Apartment, Sarjapur Road, Bangalore",10:30am – 11:30pm (Mon-Sun)
10203,KorYeah! Chicken & Grill,HSR,"1/120, 14th Main Road, 5th Sector, HSR, Bangalore",11am – 12midnight (Mon-Sun)
10204,Tarbouche,BTM,"4, 7th Main Road, 2nd Stage, BTM, Bangalore",11am – 1am (Mon-Sun)
10205,Punjabi Swag,BTM,"950, 16th Main Road, 2nd Stage, BTM, Bangalore",11am – 1am (Mon-Sun)
10206,Hotel Chettinad Kitchen,Basavanagudi,"265, 1st Main Road, Near Police Station, Chamrajpet, Basavanagudi, Bangalore","Closed (Mon),8am – 9:30pm (Tue-Sun)"
10207,The Biryani Life,HSR,"Shop 2318, 17th Cross, Near NIFT Collage, 27th Main Road, Sector 1, HSR, Bangalore",10am – 1am (Mon-Sun)
10208,Eden Huts Restaurant,Bellandur,"55/4, Devarabisanahalli, Varthur Hobli, Bellandur, Bangalore",12noon – 11pm (Mon-Sun)
10209,Big Paratha House,HSR,"2064, Siri Iris, 13th Cross, 24th Main, Sector 1, Vanganahalli, HSR, Bangalore",11am – 11pm (Mon-Sun)
10210,Shree Muthahalli Veg,HSR,"240, 19th Main, Sector 4, HSR, Bangalore",7am – 10pm (Mon-Sun)
10211,Ammus Restaurant,BTM,"3, Tavarekere Main Road, Kauvery Layout, 1st Cross, Opposite Forum Mall, BTM, Bangalore",5:30pm – 4:30am (Mon-Sun)
10212,Kebarbiq Restaurant,HSR,"445, Ground Floor, 17th Cross Road, Sector 4, HSR, Bangalore",11:30am – 11:30pm (Mon-Sun)
10213,be.bimbap - Global Bowls Kitchen,HSR,"1/120, 14th Main Road, 5th Sector, HSR, Bangalore",11am – 12midnight (Mon-Sun)
10214,Central Jail Restaurant,Jayanagar,"433/30/1, 28th Cross, 10th Main, Opposite BDA Complex, 4th Block, Jayanagar, Bangalore","11:30am – 3:30pm, 7pm – 10:30pm (Mon-Sun)"
10215,Daily Sushi,HSR,"1212, SBM Fortune, 4th Floor, 22nd Cross Road, 14th Main Road, 3rd Sector, HSR, Bangalore",11am – 11pm (Mon-Sun)
10216,Sandwich Guru,HSR,"54/1, 1st Floor, 24th Main Road, Sector 2, Parangipalya, HSR, Bangalore",10am – 9:30pm (Mon-Sun)
10217,Delitz,Bellandur,"19, 1st Floor, Bellandur Bus Stop, Outer Ring Road, Opposite Central Mall, Bellandur, Bangalore",11am – 11pm (Mon-Sun)
10218,Cirkus,HSR,"436, 17th Cross, Sector 4, HSR, Bangalore","12noon – 12midnight (Mon-Thu),12noon – 1am..."
10219,Chifan The Chinese,HSR,"32, B3, NBK Complex, 24th Main Road, Parangi Palya, HSR Layout, 2nd Sector, HSR, Bangalore","12noon – 4pm, 6pm – 4am (Mon-Sun)"
10220,THC-The Homely Combos,HSR,Delivery Only,"12noon – 3:30pm, 7pm – 11pm (Mon-Sun)"
10221,Ambara Gardenia,Bannerghatta Road,"1065/A, 5th Cross, 13th Main, 2nd Floor, Vijaya Bank Layout, Bannerghatta Road, Bangalore","11:30am – 3:30pm, 6:30pm – 11pm (Mon-Sun)"
10222,Khan's Biriyani,Electronic City,"Shop 1, Building 117/8, 16th B Cross, Electronic City, Bangalore",7am – 6am (Mon-Sun)
10223,Soi Siam,HSR,"170, Ground Floor, 9th Main Road, Sector 7, HSR, Bangalore",12:30pm – 11:30pm (Mon-Sun)
10224,The Coastal Crew by Fujian on 24th,JP Nagar,"25/1, Near Sampoorna, 24th Main, 5th Phase, JP Nagar, Bangalore",12noon – 12midnight (Mon-Sun)
10225,Aasife & Brothers Biriyani Centre,HSR,"L 147, Lakshmi Chambers, 5th Main Road, 6th Sector, HSR, Bangalore",11am – 3am (Mon-Sun)
10226,Noodle Cloud,BTM,"9th A, Main Road, KEB Colony, 1st Stage, Layout 1, BTM, Bangalore",12noon – 3am (Mon-Sun)
10227,Cafe Acacia,Banashankari,"215, 4th Floor, Outer Ring Road, 3rd Phase, Near MSP Moto World, Banashankari, Bangalore",11am – 10:30pm (Mon-Sun)
10228,Big Bang Waffles,BTM,"4, 4th Main, Tavarekere Main Road, 1st Stage, BTM, Bangalore",4pm – 4am (Mon-Sun)
10229,Paratha 18,HSR,"1167, 5th Main, 7th Sector, Opposite Vasudev Adigas, HSR, Bangalore","8am – 3:30pm, 6:30pm – 11pm (Mon-Fri),8am –..."
10230,Ice Lover,BTM,"5th Cross, 17th Main Road, 1st Stage, BTM, Bangalore",1pm – 12midnight (Mon-Sun)
10231,Lassi Corner,Electronic City,"47/7, 1st floor, Opposite Velankini Software Gate 2, Konapanna Agrahara, Electronic City, Bangalore",11am – 11:30pm (Mon-Sun)
10232,Mumbai Tiffin,HSR,"2345, 17th Cross, Opposite Water Tank, Sector 1, HSR, Bangalore","8am – 3:30pm, 7pm – 10pm (Mon, Tue, Wed, Thu..."
10233,Slay Coffee,Basavanagudi,"38/3, RV Rao, Basavanagudi, Bangalore",9am – 1am (Mon-Sun)
10234,Hari Super Sandwich,Jayanagar,"177/A-44, 22nd Cross, 3rd Block, Jayanagar, Bangalore",11am – 9:30pm (Mon-Sun)
10235,Home Bowl Co.,JP Nagar,"69, Ground Floor, Uttarahalli Hobli, Kothanoor, JP Nagar, Bangalore","10:30am – 3am (Mon, Sat, Sun), 10:30am –..."
10236,Amigos Coffee Hub,Electronic City,"3rd Cross, Neeladri Main Road, Electronic City, Bangalore",11am – 10:45pm (Mon-Sun)
10237,Bharjari Oota,Basavanagudi,"18, Gandhi Bazar, Main Road, Roti Ghar, Basavanagudi, Bangalore","12noon – 3:30pm, 7pm – 11pm (Mon-Sun)"
10238,Mamaji's,Electronic City,"Shop 6, Ajmera Avenue, Neeladri Road, Near Ajmera Apartment, Phase-1, Electronic City, Bangalore",11:30am – 10:30pm (Mon-Sun)
10239,Hometown Cafe,Jayanagar,"2035, Southend, F Cross, 26th Main Road, 9th Block, Bangalore, Jayanagar, Bangalore",8:30am – 10:15pm (Mon-Sun)
10240,Amritsari Kulcha Land,JP Nagar,"123, 24th Main, Opposite Royal High School, 5th Phase, JP Nagar, Bangalore","11am – 5pm, 7pm – 11pm (Mon-Sun)"
10241,Amma's Pastries,BTM,"773, 16th Main, 2nd Stage, BTM Layout, BTM, Bangalore",8am – 10pm (Mon-Sun)
10242,Maiyas,Jayanagar,"459/30, 30th Cross, 4th Block, Jayanagar, Bangalore",7am – 10pm (Mon-Sun)
10243,Spicy Platter,BTM,"Site 39, Old House 8/10, 1st Cross, N.S Palya, Rastrakavi Kuvempu Nagar, BTM, Bangalore",3am – 1am (Mon-Sun)
10244,Knight Ryders,BTM,"4, 4th Main Road, Near Health India, BTM, Bangalore",7pm – 5am (Mon-Sun)
10245,Waffle's & Shake's,BTM,"5th Cross, 17th Main Road, 1st Stage, BTM, Bangalore",11am – 7am (Mon-Sun)
10246,Zoey's,Sarjapur Road,"Survey 104/1, Opposite St Patrick’s Academy, Kodathi Gate, Sarjapur Road, Bangalore","Closed (Mon),9am – 10pm (Tue-Fri),8am – 11pm..."
10247,Mishra's Pedha Big Foods,Jayanagar,"1/73, Opposite Janata Bazar, 27th A Cross, 4th Block, Jayanagar, Bangalore",8am – 10pm (Mon-Sun)
10248,Donne Biriyani Mane,JP Nagar,"78/B, 2nd Floor, 24th Main Road, 2nd Phase, JP Nagar, Bangalore",12noon – 11pm (Mon-Sun)
10249,Al Amanah 24/7,Electronic City,"23, Shikaripalya Road, Anekal Taluk, Electronic City, Bangalore",9am – 12midnight (Mon-Sun)
10250,Holiday Village,Kanakapura Road,"35, Vajarahalli, 9th Mile,Holiday Village Road,  Kanakapura Road, Bangalore",10am – 12midnight (Mon-Sun)
10251,Tumbites,Bellandur,"103, first floor, above IndusInd Bank ATM, near Ramdev Medical, Bellandur, Bengaluru","11am – 4pm, 7pm – 2am (Mon-Sun)"
10252,Wok in China,HSR,"2064, Siri Iris, 13th Cross, 24th Main, Sector 1, Vanganahalli, HSR, Bangalore",11am – 11pm (Mon-Sun)
10253,Alchemy Coffee Roasters,Jayanagar,"51, Ground Floor, 5th Main Road, 36th Cross Road, 5th Block, Jayanagar, Bangalore","12noon – 10:30pm (Mon),10am – 10:30pm (Tue-Sun)"
10254,Zero Mile Punjab,HSR,"79/8, 1st Main, Muneshwara Nagar, Sector 6, HSR, Bangalore","12noon – 3:30pm, 7pm – 12midnight..."
10255,Chinese BAE,Electronic City,"Shop 3 & 4, 525/8 & 525/9, First Floor, Opposite Icon School of Excellence, Bettadasanapura, Electronic City, Bangalore",3pm – 3am (Mon-Sun)
10256,Roti Ghar,Basavanagudi,"17, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",7:30am – 10:30pm (Mon-Sun)
10257,Biriyani Paradise,JP Nagar,"78/B, 2nd Floor, 24th Main Road, 2nd Phase, JP Nagar, Bangalore",12noon – 11pm (Mon-Sun)
10258,Cafe Azzure,HSR,"670, 13th Cross Road, 27th Main, Sector 1, HSR, Bangalore","11:30am – 12midnight (Mon-Fri),12midnight –..."
10259,Moghul Durbar Restaurant,Jayanagar,"30th Cross, Tilak Nagar Main Road, Jayanagar, Bangalore",12:30pm – 12midnight (Mon-Sun)
10260,Via Milano,La Marvella Hotel,"La Marvella Hotel, 1, 14th Cross, South End Circle, 2nd Block, Jayanagar, Bangalore",12noon – 11:30pm (Mon-Sun)
10261,Muthashy's,BTM,"3, Brindavan Complex, 20th Main, Maruthi Nagar Main Road, 1st Stage, BTM Layout",7am – 11pm (Mon-Sun)
10262,Shri Ganesh Juice And Chats Center,JP Nagar,"MG Layout, 6th Phase, Near Siddeshwara Theatre, JP Nagar, Bangalore",10:30am – 10pm (Mon-Sun)
10263,Lassi Hut,Electronic City,"Chandrappa Building, Near Yellamma Devi Temple, Konappana Aggravate City, Electronic City, Bangalore",11am – 11pm (Mon-Sun)
10264,The Mylapore Cafe,HSR,"29, 5th Main Teachers Colony, HSR, Bangalore",7:30am – 10pm (Mon-Sun)
10265,The Rasoiya Street,Electronic City,"Florus, 3rd Floor, Above Apollo Clinic, Neeladri Road, Electronic City, Bangalore","12noon – 3:30pm, 7pm – 11pm (Mon-Sun)"
10266,Citrus Cafe - Lemon Tree Hotel,Lemon Tree Hotel Electronic City,"Lemon Tree Hotel, 55 A, Hosur Main Road, Phase I, Electronic City, Bangalore",24 Hours (Mon-Sun)
10267,Bombay Brasserie,Bellandur,"Campus 8/A, International Bay, RMZ Ecoworld, Bellandur, Bangalore",12noon – 11pm (Mon-Sun)
10268,Amarnath Chat,Jayanagar,"547/2, Rashtriya Vidyalaya Road, 2nd Block, Jayanagar East, Near Jayanagar, Bangalore",6:30pm – 10:30pm (Mon-Sun)
10269,Naati Park,Banashankari,"2, Ground Floor, 22nd Main Road, Opposite PES College, Banashankari, Bangalore","Closed (Mon),11am – 11pm (Tue-Sun)"
10270,TBC - The Breakfast Company,HSR,"38, Ground Floor, 7th Cross, 22nd Main, Sector 1, HSR, Bangalore",7am – 12noon (Mon-Sun)
10271,Desi Rasoi,Jayanagar,"57, 1st & 2nd Floor, SLV Arcade, 40th Cross, 5th Block, Jayanagar, Bangalore","11am – 3:30pm, 6:30pm – 11pm (Mon-Sun)"
10272,SlimSins Cafe,Jayanagar,"34/1, 1st Cross, 6th Main, 4th Block, Jayanagar, Bangalore","11am – 9:30pm (Mon-Sat),9am – 10pm (Sun)"
10273,The Rogue Elephant,Basavanagudi,"93, Opposite Krishna Rao Park, Basavanagudi, Bangalore","Closed (Mon),11:30am – 8:30pm (Tue-Sun)"
10274,Lassi Boss,Bommanahalli,"Shop 12, Zenstays, Ground Floor, Monisamy Layout, Bommanahalli, Bangalore",11am – 11pm (Mon-Sun)
10275,Kalewa,Bannerghatta Road,"599, Shop 2, 1st Main, Tayappa Garden, Bilekahalli Main Road, Bannerghatta Road, Bangalore",11am – 12midnight (Mon-Sun)
10276,Fairmont Restaurant,HSR,"1609, 7th Cross, 19th Main, BMTC Depot Road, Sector 1, HSR, Bangalore",11am – 11pm (Mon-Sun)
10277,Nizam's Kitchens,Bellandur,"Ganapa Tower, SBI Bank Building, Near Cloud 9 Hospital, Ibulur Village, Outer Ring Road, Bellandur, Bangalore",11am – 11pm (Mon-Sun)
10278,Chong Bong,Bannerghatta Road,"Shop 9/G1, Kaushal Complex, MLA Layout, Kalena Agrahara, Bannerghatta Road, Bangalore","1pm – 10pm (Mon, Wed, Thu, Fri, Sat, Sun), Closed..."
10279,Schezwan Restaurant,BTM,"2, 5th Cross, 17th Main, 1st Stage, BTM, Bangalore",8am – 3am (Mon-Sun)
10280,Pathaan Sir,BTM,"16th Main, 2nd Stage, BTM, Bangalore",1pm – 11:30pm (Mon-Sun)
10281,B2H - Biryani 2 Home,JP Nagar,"1/D, Ground Floor, 18th Main Cross, 5th Phase, JP Nagar, Bangalore",11:30am – 11:30pm (Mon-Sun)
10282,Rana Vada Pav,BTM,"4, 7th Main, NS Palya, Near Apollo Pharmacy, 2nd Stage, BTM, Bangalore",9am – 11pm (Mon-Sun)
10283,Pizzology,Electronic City,"17, Smondo 3, New Town Road Electronic City, Bangalore",11am – 11pm (Mon-Sun)
10284,Nasi And Mee,Bellandur,"Plot C3, The Bay, Rmz Ecoworld, Sarjapur Marathalli Outer Ring Road, Bellandur, Bangalore","12noon – 3:30pm, 7pm – 11pm (Mon-Sun)"
10285,Alagappa's Chettinadu Mess,HSR,"9, Aayee Matha Temple Road, 1st Cross, 6th Sector, Roopena Agrahara, HSR, Bangalore",11am – 11pm (Mon-Sun)
10286,Cocazy,HSR,"Shop 3, 1197, Ground Floor, Falak Complex, 22nd Cross, Sector 2, HSR, Bangalore",11am – 10:30pm (Mon-Sun)
10287,The Urban Cuisine,BTM,"Tavarekere, BTM, Bangalore",8pm – 12midnight (Mon-Sun)
10288,Andhra Ruchulu,JP Nagar,"1319, 100 Feet Road, 2nd Phase, JP Nagar, Bangalore","12noon – 4pm, 7pm – 10:30pm (Mon-Sun)"
10289,Grapevine,HSR,"1216, Ground Floor, 14th Main, 3rd Sector, HSR, Bangalore",9am – 11pm (Mon-Sun)
10290,Mockaholic Restro Beer Cafe,JP Nagar,"1107, R.V.Dental College Road, 24th Main, 1st Phase, JP Nagar, Bangalore","11am – 11:30pm (Mon-Thu),11am – 12:30am (Fri-Sun)"
10291,24@43 - The Oterra,"The Oterra, Hosur Road","The Oterra, 43, Phase 1, Electronic City, Bangalore",24 Hours (Mon-Sun)
10292,Minion Food Factory,BTM,Delivery Only,"Closed (Mon-Fri),7am – 3pm (Sat-Sun)"
10293,Just Biriyani,Bannerghatta Road,"1, Basavanapura, Bannerghatta Road, Bangalore",11am – 11pm (Mon-Sun)
10294,Master's Of Milkshake,BTM,"2, 15th Main Road, 29th Main, Mahadeshwara Nagar, N.S Palya, BTM, Bangalore","12midnight – 6am, 11am – 12midnight (Mon-Sun)"
10295,Swadista Aahar,BTM,"947, 16th Main Road, 2nd Stage, BTM, Bangalore",7am – 10:30pm (Mon-Sun)
10296,Italian Creamery,Bellandur,"Service Road, Green Glen Layout, Bellandur, Bangalore",12noon – 12:30am (Mon-Sun)
10297,Chocoberry,Jayanagar,"30, 8th F Main Road, Jayanagar, Bangalore","11am – 10pm (Mon-Fri),11am – 11pm (Sat-Sun)"
10298,Rajanna Military Hotel,Jayanagar,"1253, 25th A Main, 41 Cross, 9th Block, Jayanagar, Bangalore","Closed (Mon),7:30am – 4pm, 6:30pm – 11pm (Tue-Sun)"
10299,The Taste Of Tandoori,Electronic City,"13, Munireddy Building, Electronic City Phase-2, Electronic City, Bangalore","11am – 4pm, 6pm – 11:30pm (Mon-Sun)"
10300,Al-Bek,HSR,"14th Main, 5th Sector, HSR, Bangalore",12noon – 3am (Mon-Sun)
10301,Hyderabadi Spice,Electronic City,"70/1, Opposite Wipro Technologies Gate 12, Electronic City, Bangalore","12noon – 4pm, 7:30pm – 11:30pm (Mon-Sun)"
10302,Skyline Pizzeria,JP Nagar,"601, 15th Cross, Outer Ring Road, Nagarjun Enclave, 1st Phase, JP Nagar, Bangalore",11am – 10pm (Mon-Sun)
10303,Menaka Foods,Jayanagar,"382, Aurobindo Marg, 1st Block, Jayanagar, Bangalore",11am – 11pm (Mon-Sun)
10304,HSR High Street,HSR,"235, 9th Main, Sector 6, HSR, Bangalore","12noon – 11:30pm, 12midnight – 1am (Mon-Sun)"
10305,Mayuri,JP Nagar,"N-7, 24th Main Road, TMC Layout, 1st Phase, JP Nagar, Bangalore","12noon – 4pm, 7pm – 11pm (Mon-Sun)"
10306,Shanmukha,Jayanagar,"1313, Near Bangalore Central Mall, 25th Main, 9th Block, Jayanagar, Bangalore",11:30am – 11pm (Mon-Sun)
10307,Wok Monk,"Hotel Kandi Tree, Jayanagar","118/119, 8th B Main, 4th Block, Jayanagar, Bangalore",12noon – 11pm (Mon-Sun)
10308,Corner House Ice Cream,HSR,"27th Main, Near NIFT, Sector 2, HSR, Bangalore",11am – 11:30pm (Mon-Sun)
10309,Mom's Pot Restaurant LLP,Electronic City,"Shop 1, Amar Building, Kammasandara, Electronic City, Bangalore",11am – 3pm (Mon-Sun)
10310,Devi Darshani,Banashankari,"4th Cross Road, Stage 1, Hanumanth Nagar, Banashankari, Bengaluru",6am – 9pm (Mon-Sun)
10311,Behrouz Biryani,HSR,Delivery Only,10am – 1am (Mon-Sun)
10312,Garden Fresh,BTM,"1210, 16th Main Road, Stage 2, BTM, Bangalore",8:30am – 11pm (Mon-Sun)
10313,Ovenstory Pizza,Bannerghatta Road,"161, 161 A, 166, First floor, Vinayaka Nagar, A, Bannerghatta Road, Bangalore",11am – 3am (Mon-Sun)
10314,Sunny Cafe & Kitchen,HSR,"780, Ground Floor, 19th Main Road, Sector 1, HSR, Bangalore",11:30am – 10:30pm (Mon-Sun)
10315,Poha On Wheels,Bellandur,"12/29, 8th Cross, Near New Golden Store, Bellendur, Bangalore",8am – 1:30pm (Mon-Sun)
10316,Donne Biryani House,Sarjapur Road,"65/1A, Opposite Bata Showroom, Sarjapur Road, Bangalore",11am – 11pm (Mon-Sun)
10317,Asian Bowl,BTM,"60, Ground Floor, Chocolate Factory Road, 1st Main, 1st Stage, Tavarekere, B.B.M.P South, BTM, Bangalore",12noon – 1am (Mon-Sun)
10318,Khichdi Experiment,BTM,"1195, 16th Main, 5th Cross, 2nd Cross, BTM, Bangalore",11am – 11pm (Mon-Sun)
10319,Sichuan,HSR,"1552, 19th Main, Sector 1, Opposite Indian Oil Petrol Pump, HSR, Bangalore","12:30pm – 3pm, 7pm – 11pm (Mon-Thu),12:30pm –..."
10320,Ching Chong,Electronic City,"Survey 84/4, Doddathogur Village, Begur Hobli, Electronic City, Bangalore","12noon – 3pm, 7pm – 12midnight (Mon-Sun)"
10321,Third Wave Coffee Roasters,HSR,"249, 14th Main Road, Sector 7, HSR, Bangalore",8am – 1am (Mon-Sun)
10322,RK Chinese hut,BTM,"04, 2nd Floor, 7th Main, 2nd Stage, BTM, Bangalore",24 Hours (Mon-Sun)
10323,The Colony Gastropub,HSR,"1669, 3rd & 4th Floor, PWD Quarters, 27th Main Road, Sector 2, HSR, Bangalore",12noon – 1am (Mon-Sun)
10324,Namaste,BTM,"69, 7th Main Road, 2nd Stage, BTM, Bangalore","7am – 3:30pm, 4:30pm – 10pm (Mon-Sun)"
10325,Nook - Aloft Bengaluru Cessna Business Park,"Aloft Bengaluru Cessna Business Park, Bellandur","Cessna Business Park, Marathahalli Outer Ring Road, Kadubeesanahalli, Bellandur Post, Bengaluru, Karnataka",24 Hours (Mon-Sun)
10326,Rajdhani,"Bangalore Central, JP Nagar","4th Floor, Bangalore Central Mall, 9th Block, JP Nagar, Bangalore","12noon – 3:30pm, 7pm – 11pm (Mon-Sun)"
10327,Karma Kaapi,Jayanagar,"81, 36th Cross Road, 5th Block, Jayanagar, Bangalore","12:30pm – 10pm (Mon),10am – 10pm (Tue-Sun)"
